modifier,location,condition,default_hotkey,command_id,comment,application,group
select,word,,`iw`,Inner word,Word only,Neovim,Text Objects (operator-pending & Visual)
select,word,,`aW`,A WORD,WORD plus trailing whitespace,Neovim,Text Objects (operator-pending & Visual)
select,word,,`iW`,Inner WORD,WORD only,Neovim,Text Objects (operator-pending & Visual)
select,sentence,,`as`,A sentence,Sentence plus whitespace,Neovim,Text Objects (operator-pending & Visual)
select,sentence,,`is`,Inner sentence,Sentence only,Neovim,Text Objects (operator-pending & Visual)
select,paragraph,,`ap`,A paragraph,Paragraph plus whitespace,Neovim,Text Objects (operator-pending & Visual)
select,paragraph,,`ip`,Inner paragraph,Paragraph only,Neovim,Text Objects (operator-pending & Visual)
select,block,,`ab` / `a(` / `a)`,A `()` block,"From `(` to matching `)`, inclusive",Neovim,Text Objects (operator-pending & Visual)
select,block,,`ib` / `i(` / `i)`,Inner `()` block,Contents only,Neovim,Text Objects (operator-pending & Visual)
select,block,,`aB` / `a{` / `a}`,A `{}` block,"From `{` to matching `}`, inclusive",Neovim,Text Objects (operator-pending & Visual)
select,block,,`iB` / `i{` / `i}`,Inner `{}` block,Contents only,Neovim,Text Objects (operator-pending & Visual)
select,block,,`a[` / `a]`,A `[]` block,"From `[` to matching `]`, inclusive",Neovim,Text Objects (operator-pending & Visual)
select,block,,`i[` / `i]`,Inner `[]` block,Contents only,Neovim,Text Objects (operator-pending & Visual)
select,block,,`a<` / `a>`,A `<>` block,"From `<` to matching `>`, inclusive",Neovim,Text Objects (operator-pending & Visual)
select,block,,`i<` / `i>`,Inner `<>` block,Contents only,Neovim,Text Objects (operator-pending & Visual)
select,quote,,"`a""` / `a'` / `` a` ``",A quoted string,Quotes plus the quoted text,Neovim,Text Objects (operator-pending & Visual)
select,quote,,"`i""` / `i'` / `` i` ``",Inner quoted string,Text without the quotes,Neovim,Text Objects (operator-pending & Visual)
select,tag,,`at`,A tag block,"XML/HTML tag pair, inclusive",Neovim,Text Objects (operator-pending & Visual)
select,tag,,`it`,Inner tag block,Contents between the tags,Neovim,Text Objects (operator-pending & Visual)
,,,`v` (op-pending),Force operator charwise,Override motion to charwise,Neovim,Text Objects (operator-pending & Visual)
,,,`V` (op-pending),Force operator linewise,Override motion to linewise,Neovim,Text Objects (operator-pending & Visual)
,,,`Ctrl-V` (op-pending),Force operator blockwise,Override motion to blockwise,Neovim,Text Objects (operator-pending & Visual)
,,,"`""{reg}`",Select register,Prefix for next delete/yank/put,Neovim,Registers
,,,"`""""`",Unnamed register,Default register for unqualified yank/delete,Neovim,Registers
,,,"`""0`",Yank register,Holds most recent yank (not delete),Neovim,Registers
,,,"`""-`",Small-delete register,Holds deletes under one line,Neovim,Registers
,,,"`""_`",Black-hole register,"Discards text, doesn't affect other registers",Neovim,Registers
,,,"`"".`",Last-inserted-text register,"Read-only, holds last inserted text",Neovim,Registers
,,,"`""%`",Filename register,"Read-only, current file name",Neovim,Registers
,,,"`""#`",Alternate-filename register,"Read-only, alternate file name",Neovim,Registers
,,,"`"":`",Last-command register,"Read-only, last Ex command",Neovim,Registers
,,,"`""/`",Last-search-pattern register,"Read-only, last search pattern",Neovim,Registers
,,,"`""=`",Expression register,Evaluates an expression on insert,Neovim,Registers
show,clipboard,,`:reg` (also `:display`/`:di`),`:registers`,Display contents of registers **[Ex-only]**,Neovim,Registers
new,,,"`q{0-9a-zA-Z""}`",Record macro,Start/stop recording into a register,Neovim,Macros
run,,,`@{a-z}`,Execute macro,"Run register contents as commands, N times",Neovim,Macros
run,,,`@@`,Repeat last macro,Repeat the previous `@{reg}`,Neovim,Macros
run,,,`@:`,Repeat last `:` command,Repeat previous Ex command N times,Neovim,Macros
run,,,`Q`,Replay last recorded register,Executes the last-used `@{reg}` (Visual mode: runs it per line),Neovim,Macros
open,,,`q:` / `q/` / `q?`,Edit command-line in cmdwin,Open the command-line window to edit history,Neovim,Macros
new,region,,`zf{motion}`,Create fold for motion,Manually create a fold,Neovim,Folding
delete,region,,`zd`,Delete fold,Delete fold at cursor,Neovim,Folding
delete,region,,`zD`,Delete folds recursively,Delete fold and all nested folds,Neovim,Folding
delete,region,,`zE`,Eliminate all folds,Remove every fold in the window,Neovim,Folding
expand,region,,`zo`,Open fold,Open one fold level,Neovim,Folding
expand,region,,`zO`,Open folds recursively,Open fold and all nested folds,Neovim,Folding
collapse,region,,`zc`,Close fold,Close one fold level,Neovim,Folding
collapse,region,,`zC`,Close folds recursively,Close fold and all nested folds,Neovim,Folding
toggle,region,,`za`,Toggle fold,"Open if closed, close if open",Neovim,Folding
toggle,region,,`zA`,Toggle fold recursively,Recursive version of `za`,Neovim,Folding
collapse,region,,`zM`,Set foldlevel to 0,Close all folds,Neovim,Folding
expand,region,,`zR`,Set foldlevel to deepest,Open all folds,Neovim,Folding
expand,region,,`zr`,Increase foldlevel,Add one to `'foldlevel'`,Neovim,Folding
collapse,region,,`zm`,Decrease foldlevel,Subtract one from `'foldlevel'`,Neovim,Folding
toggle,region,,`zi`,Toggle `'foldenable'`,Enable/disable folding entirely,Neovim,Folding
expand,region,,`zv`,View cursor line,Open just enough folds to reveal cursor,Neovim,Folding
next,region,,`zj`,Move to start of next fold,Jump to next fold boundary,Neovim,Folding
previous,region,,`zk`,Move to end of previous fold,Jump to previous fold boundary,Neovim,Folding
go_to,region,,`[z`,Move to start of open fold,Go to the start of the current open fold,Neovim,Folding
go_to,region,,`]z`,Move to end of open fold,Go to the end of the current open fold,Neovim,Folding
expand,region,,`:foldo`,`:foldopen`,Open folds by range **[Ex-only]**,Neovim,Folding
collapse,region,,`:foldc`,`:foldclose`,Close folds by range **[Ex-only]**,Neovim,Folding
run,,,`:mak`,`:make`,"Run `'makeprg'`, populate quickfix list **[Ex-only]**",Neovim,Quickfix List
open,search,,`:gr`,`:grep`,"Run `'grepprg'`, jump to first match **[Ex-only]**",Neovim,Quickfix List
open,search,,`:vim`,`:vimgrep`,Search patterns in files using Vim's regex **[Ex-only]**,Neovim,Quickfix List
,,,`:cex`,`:cexpr`,Load quickfix list from an expression **[Ex-only]**,Neovim,Quickfix List
open,file,,`:cf`,`:cfile`,Read errors from a file **[Ex-only]**,Neovim,Quickfix List
show,problem,,`:cope`,`:copen`,Open the quickfix window **[Ex-only]**,Neovim,Quickfix List
close,problem,,`:ccl`,`:cclose`,Close the quickfix window **[Ex-only]**,Neovim,Quickfix List
show,problem,,`:cw`,`:cwindow`,Open quickfix window only if there are errors **[Ex-only]**,Neovim,Quickfix List
next,problem,,`:cn`,`:cnext`,Go to next error **[Ex-only]**,Neovim,Quickfix List
previous,problem,,`:cp`,`:cprevious`,Go to previous error **[Ex-only]**,Neovim,Quickfix List
go_to,problem,,`:cfir`,`:cfirst`,Go to first error **[Ex-only]**,Neovim,Quickfix List
go_to,problem,,`:cla`,`:clast`,Go to last error **[Ex-only]**,Neovim,Quickfix List
go_to,problem,,`:cc`,`:cc`,Go to a specific error by number **[Ex-only]**,Neovim,Quickfix List
,,,`:cdo`,`:cdo`,Execute a command on every quickfix entry **[Ex-only]**,Neovim,Quickfix List
,,,`:col` / `:cnew`,`:colder` / `:cnewer`,Switch to older/newer quickfix list **[Ex-only]**,Neovim,Quickfix List
next,problem,,`]q`,Go to next error,"vim-unimpaired-style, same as `:cnext`",Neovim,Quickfix List
previous,problem,,`[q`,Go to previous error,"vim-unimpaired-style, same as `:cprevious`",Neovim,Quickfix List
go_to,problem,,`[Q`,Go to first error,Same as `:crewind`,Neovim,Quickfix List
go_to,problem,,`]Q`,Go to last error,Same as `:clast`,Neovim,Quickfix List
show,problem,,`:lop`,`:lopen`,Open the location window **[Ex-only]**,Neovim,Location List
close,problem,,`:lcl`,`:lclose`,Close the location window **[Ex-only]**,Neovim,Location List
next,problem,,`:lne`,`:lnext`,Go to next location **[Ex-only]**,Neovim,Location List
previous,problem,,`:lp`,`:lprevious`,Go to previous location **[Ex-only]**,Neovim,Location List
go_to,problem,,`:lfir`,`:lfirst`,Go to first location **[Ex-only]**,Neovim,Location List
go_to,problem,,`:lla`,`:llast`,Go to last location **[Ex-only]**,Neovim,Location List
go_to,problem,,`:ll`,`:ll`,Go to a specific location by number **[Ex-only]**,Neovim,Location List
open,search,,`:lgr`,`:lgrep`,Like `:grep` but fills the location list **[Ex-only]**,Neovim,Location List
,,,`:lmak`,`:lmake`,Like `:make` but fills the location list **[Ex-only]**,Neovim,Location List
next,problem,,`]l`,Go to next location,"vim-unimpaired-style, same as `:lnext`",Neovim,Location List
previous,problem,,`[l`,Go to previous location,"vim-unimpaired-style, same as `:lprevious`",Neovim,Location List
,,,`[L` / `]L`,Go to first/last location,Same as `:lrewind` / `:llast`,Neovim,Location List
new,terminal,,`:te`,`:terminal`,Open a terminal buffer **[Ex-only]**,Neovim,Terminal Mode
,,,`Ctrl-\ Ctrl-N`,Go to Normal mode from terminal,"Exit terminal-job input, keep buffer",Neovim,Terminal Mode
,,,`Ctrl-\ Ctrl-O`,Run one Normal command from terminal,"Execute one Normal command, return to terminal",Neovim,Terminal Mode
,,,`i` / `a`,Enter terminal mode,"From Normal mode in a terminal buffer, resumes job input",Neovim,Terminal Mode
,,,`:difft`,`:diffthis`,Make current window a diff window **[Ex-only]**,Neovim,Diffs
,,,`:diffo`,`:diffoff`,Switch off diff mode for a window **[Ex-only]**,Neovim,Diffs
,,,`:dif`,`:diffupdate`,Recompute diff highlighting **[Ex-only]**,Neovim,Diffs
new,split,,`:diffs`,`:diffsplit`,Split window and diff with another file **[Ex-only]**,Neovim,Diffs
,,,`:diffp`,`:diffpatch`,Apply a patch and view differences **[Ex-only]**,Neovim,Diffs
pull,change,,`:diffg`,`:diffget`,Pull changes from the other diff buffer **[Ex-only]**,Neovim,Diffs
push,change,,`:diffpu`,`:diffput`,Push changes to the other diff buffer **[Ex-only]**,Neovim,Diffs
pull,change,,`do`,Obtain diff hunk,Normal-mode alias for `:diffget`,Neovim,Diffs
push,change,,`dp`,Put diff hunk,Normal-mode alias for `:diffput`,Neovim,Diffs
previous,change,,`[c`,Previous change/hunk,Move to start of previous diff change,Neovim,Diffs
next,change,,`]c`,Next change/hunk,Move to start of next diff change,Neovim,Diffs
next,word,,`]s`,Next misspelled word,Move forward to a flagged word,Neovim,Spelling
previous,word,,`[s`,Previous misspelled word,Move backward to a flagged word,Neovim,Spelling
show,word,,`z=`,Spelling suggestions,List suggestions for word under cursor,Neovim,Spelling
,,,`zg`,Mark word correct (permanent),Add to the spellfile,Neovim,Spelling
,,,`zw`,Mark word incorrect (permanent),Mark as a spelling mistake in the spellfile,Neovim,Spelling
,,,`zG`,Mark word correct (session-only),"Temporary, doesn't touch the spellfile",Neovim,Spelling
,,,`zW`,Mark word incorrect (session-only),"Temporary, doesn't touch the spellfile",Neovim,Spelling
,,,`zug` / `zuw` / `zuG` / `zuW`,Undo `zg` / `zw` / `zG` / `zW`,Remove a good/bad-word mark,Neovim,Spelling
,,,`Ctrl-X Ctrl-S`,Suggest replacement (Insert mode),Spelling suggestions while typing,Neovim,Spelling
,,,`:setl spell`,`:setlocal spell`,Turn on spell-checking **[Ex-only]**,Neovim,Spelling
,,,`:spe`,`:spellgood`,Add a good word to the spellfile **[Ex-only]**,Neovim,Spelling
,,,`:spellw`,`:spellwrong`,Add a wrong word to the spellfile **[Ex-only]**,Neovim,Spelling
,,,`:spellu`,`:spellundo`,Remove a word from the spellfile **[Ex-only]**,Neovim,Spelling
replace,word,,`:spellr`,`:spellrepall`,Replace all instances like the last `z=` fix **[Ex-only]**,Neovim,Spelling
,,,`:mksp`,`:mkspell`,Compile a `.spl` spell file **[Ex-only]**,Neovim,Spelling
rename,symbol,,`grn`,LSP rename,"Calls `vim.lsp.buf.rename()`, unconditional global default",Neovim,LSP-Adjacent & Diagnostics Built-ins
,,,`gra`,LSP code action,Calls `vim.lsp.buf.code_action()` (Normal & Visual),Neovim,LSP-Adjacent & Diagnostics Built-ins
go_to,reference,,`grr`,LSP references,Calls `vim.lsp.buf.references()`,Neovim,LSP-Adjacent & Diagnostics Built-ins
go_to,implementation,,`gri`,LSP go to implementation,Calls `vim.lsp.buf.implementation()`,Neovim,LSP-Adjacent & Diagnostics Built-ins
go_to,type_definition,,`grt`,LSP go to type definition,Calls `vim.lsp.buf.type_definition()`,Neovim,LSP-Adjacent & Diagnostics Built-ins
show,symbol,,`gO`,LSP document symbols,Calls `vim.lsp.buf.document_symbol()`,Neovim,LSP-Adjacent & Diagnostics Built-ins
,,,`Ctrl-S` (Insert/Select mode),LSP signature help,Calls `vim.lsp.buf.signature_help()`,Neovim,LSP-Adjacent & Diagnostics Built-ins
 LSP sets this to `vim.lsp.buf.hover()` on attach if the server supports it,show,definition,`K`,Keyword lookup / LSP hover,Runs `'keywordprg'`,Neovim,LSP-Adjacent & Diagnostics Built-ins
next,problem,,`]d`,Next diagnostic,Calls `vim.diagnostic.jump()` forward,Neovim,LSP-Adjacent & Diagnostics Built-ins
previous,problem,,`[d`,Previous diagnostic,Calls `vim.diagnostic.jump()` backward,Neovim,LSP-Adjacent & Diagnostics Built-ins
go_to,problem,,`]D`,Last diagnostic,"Jump to the last diagnostic, no wrap",Neovim,LSP-Adjacent & Diagnostics Built-ins
go_to,problem,,`[D`,First diagnostic,"Jump to the first diagnostic, no wrap",Neovim,LSP-Adjacent & Diagnostics Built-ins
 opens `vim.diagnostic.open_float()`,show,problem,`Ctrl-W d`,Show diagnostic float,Also `Ctrl-W Ctrl-D`,Neovim,LSP-Adjacent & Diagnostics Built-ins
,,,`:che`,`:checkhealth`,"Run healthchecks, including LSP client health **[Ex-only]**",Neovim,LSP-Adjacent & Diagnostics Built-ins
next,snippet,,"`Tab` (Insert/Select, when snippet active)",Snippet jump forward,Calls `vim.snippet.jump(1)`,Neovim,LSP-Adjacent & Diagnostics Built-ins
previous,snippet,,"`Shift-Tab` (Insert/Select, when snippet active)",Snippet jump backward,Calls `vim.snippet.jump(-1)`,Neovim,LSP-Adjacent & Diagnostics Built-ins
,,,`:`,Enter Ex command-line,Also `{count}:` prefills a range,Neovim,Command-line (Ex Command-line) Editing
,,,`!{motion}`,Enter filter command-line,Prompts `:{range}!`,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-B`,Cursor to start of command-line,Also `Home`,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-E`,Cursor to end of command-line,Also `End`,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-A`,"Do completion, insert all matches",Completes and inserts every match,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-D`,List matching completions,Shows possible completions without inserting,Neovim,Command-line (Ex Command-line) Editing
 cycles matches,,,`Tab`,Do completion (wildchar),Default `'wildchar'`,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-L`,"Do completion, longest common part",Complete only the unambiguous portion,Neovim,Command-line (Ex Command-line) Editing
previous,history,,`Ctrl-P` (also `Up`),Older command-line from history,Recall previous history entry,Neovim,Command-line (Ex Command-line) Editing
next,history,,`Ctrl-N` (also `Down`),Newer command-line from history,Recall next history entry,Neovim,Command-line (Ex Command-line) Editing
paste,clipboard,,`Ctrl-R {reg}`,Insert register contents,Insert a register into the command-line,Neovim,Command-line (Ex Command-line) Editing
delete,word,,`Ctrl-W`,Delete word before cursor,Delete the preceding word,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-U`,Delete entire command-line,Clear the line,Neovim,Command-line (Ex Command-line) Editing
,,,`q:` (also `Ctrl-F` / `'cedit'`),Open command-line window,Edit `:`-history in a buffer,Neovim,Command-line (Ex Command-line) Editing
open,search,,`q/` / `q?`,Open search-history window,Edit `/`- or `?`-history in a buffer,Neovim,Command-line (Ex Command-line) Editing
,,,`<Esc>`,Abandon command-line,Also `Ctrl-C`,Neovim,Command-line (Ex Command-line) Editing
,,,`Ctrl-\ e {expr}`,Replace command-line via expression,Set the command-line to an expression's result,Neovim,Command-line (Ex Command-line) Editing
manual,,,`:h`,`:help`,Open a help window **[Ex-only]**,Neovim,Miscellaneous / General
close,pane,,`:q`,`:quit`,Quit current window (quits Vim if last one) **[Ex-only]**,Neovim,Miscellaneous / General
close,application,,`:qa`,`:quitall`,Quit all windows and exit Vim **[Ex-only]**,Neovim,Miscellaneous / General
close,application,,`:cq`,`:cquit`,Quit Vim returning a non-zero exit code **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:ve`,`:version`,Print version and build info **[Ex-only]**,Neovim,Miscellaneous / General
open,setting,,`:se`,`:set`,Show or set options **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:redi`,`:redir`,Redirect messages to a file/register/variable **[Ex-only]**,Neovim,Miscellaneous / General
show,output,,`:mes`,`:messages`,Show previously displayed messages **[Ex-only]**,Neovim,Miscellaneous / General
show,history,,`:his`,`:history`,Print a history list (cmd/search/etc.) **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:au`,`:autocmd`,Define or show autocommands **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:com`,`:command`,Define a user command **[Ex-only]**,Neovim,Miscellaneous / General
open,keybinding,,`:map` / `:no`,`:map` / `:noremap`,Show or create a key mapping **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:lua`,`:lua`,Execute a Lua command **[Ex-only]**,Neovim,Miscellaneous / General
run,file,,`:luaf`,`:luafile`,Execute a Lua script file **[Ex-only]**,Neovim,Miscellaneous / General
save,file,,`ZZ`,Write and close window,"Write buffer if changed, then close window",Neovim,Miscellaneous / General
close,pane,,`ZQ`,Close window without writing,Discard changes and close window (like `:q!`),Neovim,Miscellaneous / General
open,file,,`gx`,Open file/URL under cursor,Calls `vim.ui.open()` on the URL/path at cursor,Neovim,Miscellaneous / General
,,,`Ctrl-L`,Redraw screen,Also clears search highlight & updates diffs (0.9+ default),Neovim,Miscellaneous / General
,,,`Ctrl-Z`,Suspend Nvim,Suspend to shell (also `:stop`/`:suspend`),Neovim,Miscellaneous / General
,,,`:!{cmd}`,Execute one shell command,Run an external command **[Ex-only]**,Neovim,Miscellaneous / General
,,,`:!!`,Repeat last shell command,Re-run the previous `:!` command **[Ex-only]**,Neovim,Miscellaneous / General
,,,`g8`,Print hex of char under cursor,Show UTF-8 byte breakdown,Neovim,Miscellaneous / General
,,,`ga`,Print ASCII value of char,Show decimal/hex/octal value,Neovim,Miscellaneous / General
new,document,,Ctrl+N,New Design,Creates a new empty design document,Autodesk Fusion 360,File
open,document,,Ctrl+O,Open,Opens a design from the Data Panel,Autodesk Fusion 360,File
save,document,,Ctrl+S,Save,Saves the active design to the cloud,Autodesk Fusion 360,File
save_as,document,,,Save As,Saves a copy of the design under a new name/location,Autodesk Fusion 360,File
save_as,document,,,Save a Copy,Saves an unlinked copy of the current design,Autodesk Fusion 360,File
,,,,`ExportCommand`,"Confirmed internal ID. Exports the design/body to STEP, STL, IGES, F3D, etc.",Autodesk Fusion 360,File
,,,,3D Print,Sends the model to the 3D Print utility,Autodesk Fusion 360,File
,,,,Upload,Uploads local CAD files into the Data Panel,Autodesk Fusion 360,File
open,document,,,Open From Local Drive,"Opens a non-cloud file (e.g. STEP, IGES) directly",Autodesk Fusion 360,File
close,document,,,Close,Closes the active document tab,Autodesk Fusion 360,File
undo,,,Ctrl+Z,Undo,Steps back one action,Autodesk Fusion 360,Edit
redo,,,Ctrl+Y,Redo,Re-applies an undone action,Autodesk Fusion 360,Edit
cut,clipboard,,Ctrl+X,Cut,Cuts the selection,Autodesk Fusion 360,Edit
copy,clipboard,,Ctrl+C,Copy,Copies the selection,Autodesk Fusion 360,Edit
paste,clipboard,,Ctrl+V,Paste,Pastes the clipboard contents,Autodesk Fusion 360,Edit
paste,component,,,`FusionPasteNewCommand`,Confirmed internal ID. Pastes the clipboard contents as a new independent component,Autodesk Fusion 360,Edit
open,search,,Ctrl+F,Find,Searches for an item in the browser tree,Autodesk Fusion 360,Edit
select,,,Ctrl+A,Select All,Selects all visible objects in context,Autodesk Fusion 360,Edit
delete,,,Delete,Delete,Deletes the selected entities,Autodesk Fusion 360,Edit
,,,Esc,Cancel,Cancels the active command/tool,Autodesk Fusion 360,Edit
open,search,,S,Command Search,Opens the type-ahead command search box,Autodesk Fusion 360,"View, Display & Navigation"
,,,L,Look At,Orients the view normal to the selected face/sketch,Autodesk Fusion 360,"View, Display & Navigation"
,,,Scroll wheel,Zoom,Zooms the 3D view in/out,Autodesk Fusion 360,"View, Display & Navigation"
,,,Shift+MMB drag,Pan,Pans the 3D view,Autodesk Fusion 360,"View, Display & Navigation"
,,,MMB drag,Orbit (Free Orbit),Rotates the 3D view around the model,Autodesk Fusion 360,"View, Display & Navigation"
,,,,Home View,Returns to the default isometric orientation,Autodesk Fusion 360,"View, Display & Navigation"
,,,,Fit,Zooms to fit all visible geometry in the window,Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+4,Shaded,"Visual style: shaded, no edges",Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+5,Shaded with Hidden Edges,"Visual style: shaded, hidden edges dimmed",Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+6,Shaded with Visible Edges Only,"Visual style: shaded, hidden edges suppressed",Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+7,Wireframe,"Visual style: edges only, no shading",Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+8,Wireframe with Hidden Edges,Visual style: wireframe with hidden lines shown,Autodesk Fusion 360,"View, Display & Navigation"
,,,Ctrl+9,Wireframe with Visible Edges Only,"Visual style: wireframe, hidden lines suppressed",Autodesk Fusion 360,"View, Display & Navigation"
toggle,body,,V,Toggle Visibility,Shows/hides the selected component or body,Autodesk Fusion 360,"View, Display & Navigation"
,,,I,Measure,Opens the Inspect > Measure tool,Autodesk Fusion 360,"View, Display & Navigation"
,,,,Section Analysis,Cuts a temporary cross-section through the model for inspection,Autodesk Fusion 360,"View, Display & Navigation"
,,,,Interference Check,Detects clashes between selected bodies/components,Autodesk Fusion 360,"View, Display & Navigation"
next,workspace,,Ctrl+],Next Workspace,Switches to the next workspace in the switcher order,Autodesk Fusion 360,Panels & Workspace Layout
previous,workspace,,Ctrl+[,Previous Workspace,Switches to the previous workspace in the switcher order,Autodesk Fusion 360,Panels & Workspace Layout
toggle,viewcube,,Ctrl+Alt+V,Show/Hide ViewCube,Toggles the navigation ViewCube,Autodesk Fusion 360,Panels & Workspace Layout
toggle,sidebar,,Ctrl+Alt+B,Show/Hide Browser,Toggles the design browser tree panel,Autodesk Fusion 360,Panels & Workspace Layout
toggle,comment_thread,,Ctrl+Alt+A,Show/Hide Comments,Toggles the comments panel,Autodesk Fusion 360,Panels & Workspace Layout
toggle,output,,Ctrl+Alt+C,Show/Hide Text Commands,Toggles the Text Commands debug console,Autodesk Fusion 360,Panels & Workspace Layout
,,,Ctrl+Alt+N,Show/Hide Navigation Bar,Toggles the navigation bar,Autodesk Fusion 360,Panels & Workspace Layout
toggle,data_panel,,Ctrl+Alt+P,Show/Hide Data Panel,Toggles the Data Panel,Autodesk Fusion 360,Panels & Workspace Layout
reset,,,Ctrl+Alt+R,Reset to Default Layout,Restores the default UI panel layout,Autodesk Fusion 360,Panels & Workspace Layout
,,,L,Line,Draws a line or connected line/arc chain,Autodesk Fusion 360,Sketch — Draw
,,,R,Rectangle (2-Point),Draws a rectangle from two corners,Autodesk Fusion 360,Sketch — Draw
,,,,Center Rectangle,Draws a rectangle from its center point,Autodesk Fusion 360,Sketch — Draw
,,,C,Circle (Center Diameter),Draws a circle from center and diameter,Autodesk Fusion 360,Sketch — Draw
,,,A,Arc (3-Point),Draws an arc through three points,Autodesk Fusion 360,Sketch — Draw
,,,,Ellipse,Draws an ellipse from center and two axes,Autodesk Fusion 360,Sketch — Draw
,,,,Polygon,Draws a regular polygon,Autodesk Fusion 360,Sketch — Draw
,,,,Slot,Draws a slot profile,Autodesk Fusion 360,Sketch — Draw
,,,,Spline (Fit Point),Draws a smooth curve through fit points,Autodesk Fusion 360,Sketch — Draw
,,,,Conic Curve,Draws a conic-section curve,Autodesk Fusion 360,Sketch — Draw
new,sketch,,,Sketch Point,Places a reference point in the sketch,Autodesk Fusion 360,Sketch — Draw
new,sketch,,,Sketch Text,Adds text geometry to the sketch,Autodesk Fusion 360,Sketch — Draw
,,,T,Trim,Trims sketch geometry to the nearest intersection,Autodesk Fusion 360,Sketch — Modify
,,,,Extend,Extends a curve to the next intersection,Autodesk Fusion 360,Sketch — Modify
,,,O,Offset,Offsets selected sketch curves by a distance,Autodesk Fusion 360,Sketch — Modify
,,,M,Mirror (Sketch),Mirrors sketch geometry about a line,Autodesk Fusion 360,Sketch — Modify
move,,,,Move/Copy (Sketch),"Moves, rotates, or copies sketch geometry",Autodesk Fusion 360,Sketch — Modify
,,,,Scale (Sketch),Scales sketch geometry from a point,Autodesk Fusion 360,Sketch — Modify
toggle,,,X,Toggle Construction,Toggles selected geometry between normal and construction,Autodesk Fusion 360,Sketch — Modify
,,,,Fillet (Sketch),Rounds a corner between two sketch curves,Autodesk Fusion 360,Sketch — Modify
,,,,Break,Splits a curve at a point,Autodesk Fusion 360,Sketch — Modify
,,,,Project,Projects existing geometry onto the active sketch,Autodesk Fusion 360,Sketch — Modify
,,,,Include 3D Geometry,Projects 3D edges/points into the sketch as sketch curves,Autodesk Fusion 360,Sketch — Modify
new,dimension,,D,Sketch Dimension,Applies a driving dimension to selected geometry,Autodesk Fusion 360,Sketch — Constraints & Dimensions
rename,dimension,,,`SketchEditDimensionCmdDef`,Confirmed internal ID. Edits an existing sketch dimension's value,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Coincident Constraint,Constrains two points to coincide,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Collinear Constraint,Constrains two lines to lie on the same line,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Concentric Constraint,Constrains two circles/arcs to share a center,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Tangent Constraint,Constrains a curve to be tangent to another,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Parallel Constraint,Constrains two lines to stay parallel,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Perpendicular Constraint,Constrains two lines to stay perpendicular,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Horizontal/Vertical Constraint,Constrains a line to horizontal or vertical,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Equal Constraint,Constrains two curves to equal length/radius,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,constraint,,,Symmetry Constraint,Constrains two entities symmetric about a line,Autodesk Fusion 360,Sketch — Constraints & Dimensions
lock,,,,Fix/Unfix,Locks or unlocks a sketch entity's position,Autodesk Fusion 360,Sketch — Constraints & Dimensions
close,sketch,,,Finish Sketch,Exits sketch edit mode back to the 3D model,Autodesk Fusion 360,Sketch — Constraints & Dimensions
new,feature,,E,Extrude,Extrudes a profile into a solid or surface,Autodesk Fusion 360,Solid — Create
new,feature,,,Revolve,Revolves a profile around an axis,Autodesk Fusion 360,Solid — Create
new,feature,,,Sweep,Sweeps a profile along a path,Autodesk Fusion 360,Solid — Create
new,feature,,,Loft,Blends between two or more profiles,Autodesk Fusion 360,Solid — Create
new,feature,,,Rib,Creates a thin structural rib from an open profile,Autodesk Fusion 360,Solid — Create
new,feature,,,Web,Creates a network of ribs from sketch lines,Autodesk Fusion 360,Solid — Create
new,feature,,,Emboss,Raises or recesses sketch geometry on a face,Autodesk Fusion 360,Solid — Create
new,feature,,,Boundary Fill,Creates solids/surfaces from enclosed regions,Autodesk Fusion 360,Solid — Create
new,feature,,,Coil,Creates a helical coil feature,Autodesk Fusion 360,Solid — Create
